case,projection,method,region,cell_count,raw_max_abs_K_m,p99_abs_K_m,rms_abs_K_m,mean_abs_K_m,median_abs_K_m,raw_max_over_p99
Maxwell_b,thickness_average,least_squares_radius_0.4um,inside_band_0p1_to_0p3um,425,7248.095055471303,7178.001246952709,4113.801307668963,3446.79782660838,3804.447951505753,1.0097650872585666
analytic_a,surface,mask_aware_finite_difference,original_staircase_edge,142,5427.631846111363,5425.070811299087,3854.1139129907037,3589.7614054129544,3886.975169427344,1.0004720739878532
analytic_a,surface,mask_aware_finite_difference,inside_n_0p1um,283,5491.105921674186,5484.24065627617,3663.7061464273283,3338.480480187943,3445.5356076552853,1.0012518169475586
analytic_a,surface,mask_aware_finite_difference,inside_n_0p2um,283,5491.105921674186,5484.24065627617,3533.3068413345127,3142.1139437350716,2760.3880823520512,1.0012518169475586
analytic_a,surface,mask_aware_finite_difference,inside_n_0p3um,283,5235.355128141503,5228.780211264235,3249.0277529038326,2793.64881958738,2958.7575234661067,1.0012574475521276
analytic_a,surface,mask_aware_finite_difference,inside_band_0p1_to_0p3um,425,5491.105921674186,5476.955592396576,3469.844924733906,3056.6869060345825,2880.679764760119,1.0025836121982172
analytic_a,surface,least_squares_radius_0.2um,original_staircase_edge,142,5461.955324940081,5459.974117190283,3746.259429504863,3459.299825171526,3553.906474444311,1.0003628602823518
analytic_a,surface,least_squares_radius_0.2um,inside_n_0p1um,283,5467.485903681138,5457.1360656946645,3607.179759628521,3274.313443616841,3106.3311191558796,1.0018965695305886
analytic_a,surface,least_squares_radius_0.2um,inside_n_0p2um,283,5445.621004850335,5428.941851037084,3511.6187811814902,3134.494787408223,2862.1494564235563,1.0030722660641622
analytic_a,surface,least_squares_radius_0.2um,inside_n_0p3um,283,5254.683337694765,5192.874982311204,3223.785212674279,2779.2653079371894,2917.08089872939,1.0119025309860343
analytic_a,surface,least_squares_radius_0.2um,inside_band_0p1_to_0p3um,425,5445.621004850335,5426.464662124148,3445.882286794514,3046.379596280215,2917.08089872939,1.0035301699944525
analytic_a,surface,least_squares_radius_0.3um,original_staircase_edge,142,5478.683124127701,5474.4457790274855,3634.003950278008,3308.385840543016,3083.3431723495405,1.0007740226629789
analytic_a,surface,least_squares_radius_0.3um,inside_n_0p1um,283,5431.354826927025,5424.992755941401,3509.062742979314,3142.0291083050815,2751.2907256632934,1.0011727335448801
analytic_a,surface,least_squares_radius_0.3um,inside_n_0p2um,283,5349.768278037634,5344.694653805216,3419.7147334734564,3031.939375762623,2765.5288715455754,1.0009492823371688
analytic_a,surface,least_squares_radius_0.3um,inside_n_0p3um,283,5112.91646308845,5084.798631664626,3165.2757346661483,2747.5820442089102,2796.7587353248564,1.0055297826837675
